序号,介绍,网址,楼层,户型,小区,面积,时间,总价,单价,县区
1.05101E+11,钥匙房看房方便高楼层户型方正看山景，税费低,https://sz.lianjia.com/ershoufang/105101314852.html,高楼层(共32层),4室2厅,大东城一期 ,88.59平米,2012年建塔楼  -  ,420,47410,坪山
1.05101E+11,金地朗悦 4室2厅 380万,https://sz.lianjia.com/ershoufang/105101412728.html,低楼层(共33层),4室2厅,金地朗悦 ,127.34平米,2014年建塔楼  -  ,380,29842,坪山
1.05101E+11,拎包入住，业主不急买，价格真诚,https://sz.lianjia.com/ershoufang/105101471354.html,低楼层(共33层),3室2厅,大东城二期 ,77.68平米,2014年建塔楼  -  ,315,40551,坪山
1.05101E+11,坪山聚龙山公园；高铁口；丹梓龙庭；一本证精装大四房,https://sz.lianjia.com/ershoufang/105101498813.html,中楼层(共28层),4室2厅,丹梓龙庭 ,141.83平米,2014年建板塔结合  -  ,370,26088,坪山
1.05102E+11,京基御景印象三期 4室2厅 320万,https://sz.lianjia.com/ershoufang/105101530154.html,低楼层(共31层),4室2厅,京基御景印象三期 ,89.49平米,板塔结合  -  ,320,35759,坪山
1.05102E+11,京基三期低楼层88平三房，交通便利、居住舒适。,https://sz.lianjia.com/ershoufang/105101659652.html,高楼层(共33层),3室2厅,京基御景印象四期 ,88.33平米,2016年建板塔结合  -  ,300,33964,坪山
1.05102E+11,坪山招商花园城南区 2室2厅 288万,https://sz.lianjia.com/ershoufang/105101800157.html,低楼层(共34层),2室2厅,坪山招商花园城南区 ,75.82平米,2015年建板塔结合  -  ,288,37985,坪山
1.05102E+11,京基御景印象四期 正规三房  视野开阔，采光好,https://sz.lianjia.com/ershoufang/105101822059.html,高楼层(共33层),3室2厅,京基御景印象四期 ,88.38平米,2016年建板塔结合  -  ,315,35642,坪山
1.05102E+11,京基御景印象  坐南朝北看花园，有钥匙可随时看房,https://sz.lianjia.com/ershoufang/105101943107.html,低楼层(共33层),3室1厅,京基御景印象四期 ,77.71平米,2016年建板塔结合  -  ,285,36675,坪山
1.05102E+11,京基高品质大盘，客厅出阳台四房，看房方便,https://sz.lianjia.com/ershoufang/105102040856.html,低楼层(共33层),4室2厅,京基御景印象四期 ,88.22平米,2016年建板塔结合  -  ,330,37407,坪山
1.05102E+11,湖景大四房，精装修，绿色生态，居住舒适,https://sz.lianjia.com/ershoufang/105102100076.html,高楼层(共32层),4室2厅,天峦湖 ,132.88平米,2016年建塔楼  -  ,500,37628,坪山
1.05102E+11,满2年红本在手，朝南住家精装大三房，看房方便,https://sz.lianjia.com/ershoufang/105102110169.html,中楼层(共31层),3室2厅,京基御景印象一期 ,89.46平米,2015年建板塔结合  -  ,315,35212,坪山
1.05102E+11,坪山  沙湖  中粮一品澜山 毛坯洋房两房,https://sz.lianjia.com/ershoufang/105102139322.html,低楼层(共32层),2室1厅,中粮一品澜山花园 ,79.01平米,2013年建板塔结合  -  ,210,26579,坪山
1.05102E+11,《店长力荐》心海城新装三房 业主诚心出售 价格美丽,https://sz.lianjia.com/ershoufang/105102295360.html,低楼层(共32层),3室2厅,心海城 ,80.93平米,板塔结合  -  ,273,33733,坪山
1.05103E+11,天峦湖二期 3室2厅 360万,https://sz.lianjia.com/ershoufang/105102554029.html,中楼层(共32层),3室2厅,天峦湖二期 ,87.6平米,塔楼  -  ,360,41096,坪山
1.05103E+11,中粮一品澜山花园 3室2厅 275万,https://sz.lianjia.com/ershoufang/105102557910.html,中楼层(共7层),3室2厅,中粮一品澜山花园 ,87.67平米,2013年建板塔结合  -  ,275,31368,坪山
1.05103E+11,深业东城国际 3室2厅 310万,https://sz.lianjia.com/ershoufang/105102594579.html,中楼层(共31层),3室2厅,深业东城国际 ,89.33平米,2013年建塔楼  -  ,310,34703,坪山
1.05103E+11,万科金域缇香 4室2厅 380万,https://sz.lianjia.com/ershoufang/105102637664.html,低楼层(共34层),4室2厅,万科金域缇香 ,89.16平米,2013年建板塔结合  -  ,380,42621,坪山
1.05103E+11,南北通大复式 高铁地铁实验旁 满五红本在手 看房方便,https://sz.lianjia.com/ershoufang/105102643037.html,中楼层(共19层),5室2厅,万科金域缇香 ,137.34平米,暂无数据  -  ,650,47328,坪山
1.05103E+11,祥祺滨河名苑 4室2厅 290万,https://sz.lianjia.com/ershoufang/105102658967.html,高楼层(共31层),4室2厅,祥祺滨河名苑 ,89平米,2015年建板塔结合  -  ,290,32585,坪山
1.05102E+11,店长推荐！大两房业主诚心出售，税费低业主全权委托，,https://sz.lianjia.com/ershoufang/105101550482.html,中楼层(共32层),2室2厅,深业东城上邸 ,83.88平米,2009年建塔楼  -  ,270,32189,坪山
1.05102E+11,天虹商圈 业主诚心出售 配套成熟,https://sz.lianjia.com/ershoufang/105101744611.html,中楼层(共33层),2室2厅,金地朗悦 ,74.53平米,2014年建板楼  -  ,260,34886,坪山
1.05102E+11,大东城平层毛坯，朝南看花园，业主诚意出售。,https://sz.lianjia.com/ershoufang/105101603036.html,中楼层(共33层),3室1厅,大东城二期 ,77.54平米,2014年建板塔结合  -  ,335,43204,坪山
1.05101E+11,中粮一品澜山花园 跃式两层 六卧室 有装修,https://sz.lianjia.com/ershoufang/105101488945.html,中楼层(共32层),6室2厅,中粮一品澜山花园 ,82.55平米,2013年建板塔结合  -  ,436,52817,坪山
1.05102E+11,中粮一品澜山花园 4房2厅 央企物业 看房方便,https://sz.lianjia.com/ershoufang/105101805892.html,低楼层(共32层),4室2厅,中粮一品澜山花园 ,69.79平米,2013年建板塔结合  -  ,260,37255,坪山
1.05102E+11,精装满五年 天峦湖 带家私电器卖,https://sz.lianjia.com/ershoufang/105102218535.html,低楼层(共32层),5室2厅,天峦湖 ,155.26平米,2015年建板塔结合  -  ,780,50239,坪山
1.05101E+11,坪山首座 两房 朝南 首付5成 ；不占指标,https://sz.lianjia.com/ershoufang/105101484625.html,中楼层(共18层),2室2厅,坪山首座 ,67.03平米,塔楼  -  ,185,27600,坪山
1.05101E+11,新高度的房源，枢纽位置，南北户型，通风好高采光,https://sz.lianjia.com/ershoufang/105101244318.html,高楼层(共39层),5室2厅,六和城 ,248.58平米,2016年建塔楼  -  ,770,30976,坪山
1.05102E+11,金地朗悦经典小户型 高层视野好 户型方正,https://sz.lianjia.com/ershoufang/105101548594.html,中楼层(共32层),3室2厅,金地朗悦 ,88.63平米,2014年建塔楼  -  ,280,31593,坪山
1.05102E+11,刚需四房 业主诚心出售 看房方便,https://sz.lianjia.com/ershoufang/105101548707.html,高楼层(共33层),4室2厅,京基御景印象四期 ,89.14平米,2016年建板塔结合  -  ,330,37021,坪山
1.05102E+11,京基御景印象一期 4室2厅 380万,https://sz.lianjia.com/ershoufang/105101548730.html,高楼层(共33层),4室2厅,京基御景印象一期 ,106.9平米,2015年建板塔结合  -  ,380,35548,坪山
1.05102E+11,京基南北对流四房，看房很方便，中间楼层视野广,https://sz.lianjia.com/ershoufang/105101568318.html,中楼层(共31层),4室2厅,京基御景印象三期 ,88.6平米,2014年建板塔结合  -  ,330,37247,坪山
1.05102E+11,京基御景印象四期 4室2厅 310万,https://sz.lianjia.com/ershoufang/105101568329.html,低楼层(共33层),4室2厅,京基御景印象四期 ,89平米,2016年建板塔结合  -  ,310,34832,坪山
1.05102E+11,满五唯一，红本在手，坪环西站天虹就在楼下，看房方便,https://sz.lianjia.com/ershoufang/105101568348.html,中楼层(共24层),3室2厅,深业东城国际 ,74.52平米,2013年建塔楼  -  ,275,36903,坪山
1.05102E+11,央企物业，127平大四房毛坯，户型方正，改动性强,https://sz.lianjia.com/ershoufang/105101568452.html,低楼层(共32层),4室2厅,中粮一品澜山花园 ,127.33平米,2013年建板塔结合  -  ,365,28666,坪山
1.05102E+11,力高君御国际 3室2厅 300万,https://sz.lianjia.com/ershoufang/105101568561.html,中楼层(共35层),3室2厅,力高君御国际 ,78.25平米,2016年建板塔结合  -  ,300,38339,坪山
1.05102E+11,京基御景印象三期 3室2厅 360万,https://sz.lianjia.com/ershoufang/105101630676.html,高楼层(共33层),3室2厅,京基御景印象三期 ,89.17平米,板塔结合  -  ,360,40373,坪山
1.05102E+11,力高花园大4房，看花园，看房公司有钥匙,https://sz.lianjia.com/ershoufang/105101830214.html,中楼层(共35层),4室2厅,力高君御国际 ,87.9平米,2016年建板塔结合  -  ,330,37543,坪山
1.05102E+11,心海城精装4房，业主急售低于市场均价,https://sz.lianjia.com/ershoufang/105101964858.html,中楼层(共26层),4室2厅,心海城 ,99.83平米,板塔结合  -  ,315,31554,坪山
1.05102E+11,单价3万4大四房，朝南看花园，大家庭居家户型,https://sz.lianjia.com/ershoufang/105101988983.html,高楼层(共33层),4室2厅,大东城二期 ,123.18平米,2014年建板塔结合  -  ,430,34909,坪山
1.05102E+11,优质大四房，享中☆配套，大家庭居家户型,https://sz.lianjia.com/ershoufang/105101989001.html,高楼层(共33层),4室2厅,大东城二期 ,123.18平米,2014年建板塔结合  -  ,430,34909,坪山
1.05102E+11,碧桂园物业标准三房 290万,https://sz.lianjia.com/ershoufang/105102018239.html,中楼层(共32层),3室1厅,心海城 ,88.47平米,塔楼  -  ,290,32780,坪山
1.05102E+11,精装三房 大型社区 居家适宜 出行 购物非-常方便,https://sz.lianjia.com/ershoufang/105102042677.html,高楼层(共32层),3室1厅,心海城 ,88.41平米,塔楼  -  ,295,33368,坪山
1.05102E+11,中粮标准大四房，南北朝向，住家精装保养好，看房方便,https://sz.lianjia.com/ershoufang/105102051443.html,高楼层(共32层),4室2厅,中粮一品澜山花园 ,149.3平米,2013年建板塔结合  -  ,340,22773,坪山
1.05102E+11,天虹旁边 力高君御国际 四房两厅两卫 精装修,https://sz.lianjia.com/ershoufang/105102094067.html,高楼层(共35层),4室2厅,力高君御国际 ,87.85平米,2016年建板塔结合  -  ,375,42687,坪山
1.05102E+11,天峦湖二期精装三房 客厅出阳台 满2年税少 业主诚售,https://sz.lianjia.com/ershoufang/105102122210.html,中楼层(共32层),3室2厅,天峦湖二期 ,87.27平米,塔楼  -  ,325,37241,坪山
1.05102E+11,★强烈推荐★万科带装实用4房户型，保养、楼层好,https://sz.lianjia.com/ershoufang/105102146099.html,低楼层(共33层),4室2厅,万科金域缇香二期 ,88平米,2015年建板塔结合  -  ,350,39773,坪山
1.05102E+11,总价低，4房大户中高楼层视野宽阔采光充足配套齐全,https://sz.lianjia.com/ershoufang/105102166646.html,中楼层(共29层),4室2厅,六和城 ,139.67平米,2016年建板塔结合  -  ,428,30644,坪山
1.05102E+11,万科物业，精装三房，正厅出阳台，端头位 三面采光,https://sz.lianjia.com/ershoufang/105102187818.html,高楼层(共23层),3室2厅,万科金域东郡 ,89.5平米,2009年建塔楼  -  ,310,34637,坪山
1.05102E+11,京基御景印象家园  此房满两年 中层视野开阔,https://sz.lianjia.com/ershoufang/105102220028.html,中楼层(共33层),3室2厅,京基御景印象三期 ,88.51平米,板塔结合  -  ,340,38414,坪山
1.05102E+11,中粮一品澜山南北向，采光通风好，视野宽阔 配套完善,https://sz.lianjia.com/ershoufang/105102228322.html,中楼层(共7层),3室2厅,中粮一品澜山花园 ,88.26平米,2013年建板塔结合  -  ,248,28099,坪山
1.05102E+11,京基御景印象四房 正南正北看花园，有钥匙可随时看房,https://sz.lianjia.com/ershoufang/105102241159.html,中楼层(共33层),4室2厅,京基御景印象四期 ,89.08平米,2016年建板塔结合  -  ,340,38168,坪山
1.05102E+11,央企品质，花园小区，刚需热盘！！！,https://sz.lianjia.com/ershoufang/105102470474.html,高楼层(共32层),3室2厅,中粮一品澜山花园 ,62.51平米,2013年建板塔结合  -  ,215,34395,坪山
1.05102E+11,万科金域东郡 2室2厅 258万,https://sz.lianjia.com/ershoufang/105102479832.html,中楼层(共16层),2室2厅,万科金域东郡 ,70.5平米,2008年建塔楼  -  ,258,36596,坪山
1.05103E+11,深业东城国际 3室2厅 285万,https://sz.lianjia.com/ershoufang/105102528953.html,低楼层(共33层),3室2厅,深业东城国际 ,80.93平米,2013年建塔楼  -  ,285,35216,坪山
1.05103E+11,京基御景印象三期 3室2厅 350万,https://sz.lianjia.com/ershoufang/105102600711.html,高楼层(共33层),3室2厅,京基御景印象三期 ,89平米,2016年建板塔结合  -  ,350,39326,坪山
1.05103E+11,京基御景印象二期 3室2厅 295万,https://sz.lianjia.com/ershoufang/105102664888.html,中楼层(共29层),3室2厅,京基御景印象二期 ,80.63平米,2015年建板塔结合  -  ,295,36587,坪山
1.05103E+11,坪山招商花园城又一新笋盘出炉！,https://sz.lianjia.com/ershoufang/105102698993.html,高楼层(共33层),3室1厅,坪山招商花园城北区 ,88.91平米,2015年建板塔结合  -  ,330,37117,坪山
1.05102E+11,中粮一品澜山花园 2室1厅 200万,https://sz.lianjia.com/ershoufang/105101996966.html,中楼层(共32层),2室1厅,中粮一品澜山花园 ,67.29平米,2013年建板塔结合  -  ,200,29723,坪山
1.05101E+11,小户型      低总价       上车房,https://sz.lianjia.com/ershoufang/105101240834.html,高楼层(共25层),2室1厅,豪方菁园 ,38.63平米,2012年建板塔结合  -  ,172,44525,坪山
1.05102E+11,大东城二期；双拼5房；花园中间；南北通透,https://sz.lianjia.com/ershoufang/105101624417.html,低楼层(共33层),5室2厅,大东城二期 ,124.69平米,2014年建板塔结合  -  ,480,38496,坪山
1.05102E+11,中粮一品澜山花园 5室2厅 450万,https://sz.lianjia.com/ershoufang/105101790152.html,低楼层(共32层),5室2厅,中粮一品澜山花园 ,82.55平米,2013年建板塔结合  -  ,450,54513,坪山
1.05102E+11,丹梓龙庭；双拼大户型；单价2.1万；高层看聚龙山公园,https://sz.lianjia.com/ershoufang/105102074988.html,高楼层(共28层),5室2厅,丹梓龙庭 ,151.21平米,2014年建板楼  -  ,320,21163,坪山
1.05102E+11,中粮世家2房 视野好，满两年红本在手，看房方便,https://sz.lianjia.com/ershoufang/105102400641.html,中楼层(共32层),2室1厅,中粮一品澜山花园 ,62.53平米,2013年建板塔结合  -  ,215,34384,坪山
1.05102E+11,中粮品质，花园小区，刚需户型，满两年税少,https://sz.lianjia.com/ershoufang/105102470249.html,低楼层(共32层),3室2厅,中粮一品澜山花园 ,62.61平米,2013年建板塔结合  -  ,225,35937,坪山
1.05101E+11,满二年  毛坯标准四房，可以按照自己喜好装修,https://sz.lianjia.com/ershoufang/105101441820.html,中楼层(共33层),4室1厅,京基御景印象四期 ,89.08平米,2016年建板塔结合  -  ,350,39291,坪山
1.05102E+11,京基御景印象四期 3室2厅 320万,https://sz.lianjia.com/ershoufang/105101548818.html,高楼层(共33层),3室2厅,京基御景印象四期 ,77.76平米,2016年建板塔结合  -  ,320,41153,坪山
1.05102E+11,88平大三房，视野辽阔，采光通风好，业主吃诚心出售,https://sz.lianjia.com/ershoufang/105101568530.html,低楼层(共33层),3室2厅,京基御景印象四期 ,88.85平米,2016年建板塔结合  -  ,350,39393,坪山
1.05102E+11,六和城 3室1厅 550万,https://sz.lianjia.com/ershoufang/105101641977.html,高楼层(共39层),3室1厅,六和城 ,167.78平米,2016年建塔楼  -  ,550,32782,坪山
1.05102E+11,京基御景印象三期，大小区。。。。。。。。。。。。。,https://sz.lianjia.com/ershoufang/105101797306.html,高楼层(共33层),3室1厅,京基御景印象三期 ,89平米,2016年建板塔结合  -  ,330,37079,坪山
1.05102E+11,精装  拎包入住 看房方便 CBD商务区,https://sz.lianjia.com/ershoufang/105101902338.html,低楼层(共32层),4室2厅,心海城 ,99平米,板塔结合  -  ,340,34344,坪山
1.05102E+11,心海城精装三房低楼层户型极家是,https://sz.lianjia.com/ershoufang/105101973356.html,低楼层(共32层),3室2厅,心海城 ,89平米,板塔结合  -  ,356,40000,坪山
1.05102E+11,坪山区心海城满两年的优质大三房，,https://sz.lianjia.com/ershoufang/105102096323.html,高楼层(共31层),3室2厅,心海城 ,80.75平米,塔楼  -  ,285,35295,坪山
1.05102E+11,心海城 3室1厅 280万,https://sz.lianjia.com/ershoufang/105102112425.html,中楼层(共32层),3室1厅,心海城 ,80.93平米,板塔结合  -  ,280,34598,坪山
1.05102E+11,心海城精装 朝南看花园 有钥匙，看房方便 花园社区,https://sz.lianjia.com/ershoufang/105102112441.html,中楼层(共32层),3室1厅,心海城 ,80.93平米,板塔结合  -  ,280,34598,坪山
1.05102E+11,坪山大道 大山坡公园          京基毛坯四房诚意出售,https://sz.lianjia.com/ershoufang/105102145938.html,低楼层(共31层),4室2厅,京基御景印象一期 ,89平米,2015年建板塔结合  -  ,355,39888,坪山
1.05102E+11,出小区门口就是就能上学、还有大瑞发、电影院,https://sz.lianjia.com/ershoufang/105102175669.html,低楼层(共33层),4室2厅,京基御景印象一期 ,87.76平米,2015年建板塔结合  -  ,330,37603,坪山
1.05102E+11,心海城毛坯三房 满两年 看房方便 高楼层,https://sz.lianjia.com/ershoufang/105102181195.html,中楼层(共32层),3室2厅,心海城 ,88.41平米,塔楼  -  ,310,35064,坪山
1.05102E+11,心海城三房 毛坯可根据自己喜欢装修进行设计,https://sz.lianjia.com/ershoufang/105102182096.html,高楼层(共31层),3室2厅,心海城 ,80.75平米,塔楼  -  ,290,35914,坪山
1.05102E+11,房子是南北通透的，精装修，看房方便,https://sz.lianjia.com/ershoufang/105102183443.html,高楼层(共33层),3室2厅,深业东城国际 ,86.96平米,2012年建塔楼  -  ,360,41399,坪山
1.05102E+11,满两年、楼下配套设施齐全、坪山大道旁、出行便利,https://sz.lianjia.com/ershoufang/105102202109.html,高楼层(共33层),3室1厅,深业东城国际 ,87平米,2013年建塔楼  -  ,310,35633,坪山
1.05102E+11,深圳14号线沙湖站、京基物业。。。,https://sz.lianjia.com/ershoufang/105102255108.html,中楼层(共33层),3室2厅,京基御景印象三期 ,89.43平米,板塔结合  -  ,320,35783,坪山
1.05102E+11,坪山心海城 开发商自带精装大3房,https://sz.lianjia.com/ershoufang/105102277747.html,中楼层(共32层),3室2厅,心海城 ,80.93平米,板塔结合  -  ,275,33980,坪山
1.05102E+11,笋！税费5万左右，南北通大四房，中间楼层，看花园,https://sz.lianjia.com/ershoufang/105102296172.html,中楼层(共31层),4室2厅,心海城 ,99.1平米,塔楼  -  ,310,31282,坪山
1.05102E+11,此房三房两厅诚心出售，总价低，设计合理主阳台朝南,https://sz.lianjia.com/ershoufang/105102304748.html,中楼层(共28层),3室2厅,丹梓龙庭 ,88.75平米,2014年建板楼  -  ,206,23212,坪山
1.05102E+11,京基御景印象四期朝南三房  看花园景观  高层视野开阔,https://sz.lianjia.com/ershoufang/105102344716.html,高楼层(共33层),3室2厅,京基御景印象四期 ,88.13平米,2016年建板塔结合  -  ,320,36310,坪山
1.05102E+11,一手业主，户型方正，中间楼层，东南朝向，采光充足,https://sz.lianjia.com/ershoufang/105102362383.html,中楼层(共32层),4室2厅,中粮一品澜山花园 ,126.31平米,2013年建板塔结合  -  ,340,26918,坪山
1.05102E+11,心海城 3室2厅 350万,https://sz.lianjia.com/ershoufang/105102408483.html,高楼层(共32层),3室2厅,心海城 ,89平米,板塔结合  -  ,350,39326,坪山
1.05102E+11,精装三房 中高层 业主自住装修 保养很不错 看房方便,https://sz.lianjia.com/ershoufang/105102422024.html,中楼层(共11层),3室2厅,东方威尼斯花园 ,110.42平米,2003年建塔楼  -  ,275,24905,坪山
1.05102E+11,品质楼盘 业主诚心出售 看房方便 满两年税费少,https://sz.lianjia.com/ershoufang/105102441944.html,中楼层(共32层),3室2厅,心海城 ,94.04平米,塔楼  -  ,342,36368,坪山
1.05102E+11,业主诚心出售外国语旁心海城精装大三房,https://sz.lianjia.com/ershoufang/105102443825.html,高楼层(共31层),3室2厅,心海城 ,81平米,塔楼  -  ,285,35186,坪山
1.05102E+11,红本在手 满两年 业主诚售 可看湖景 看房方便,https://sz.lianjia.com/ershoufang/105102480963.html,低楼层(共32层),5室2厅,天峦湖二期 ,128.91平米,塔楼  -  ,455,35296,坪山
1.05103E+11,天然氧吧，坐山观湖 精装三房业主诚心出售 看房方便,https://sz.lianjia.com/ershoufang/105102520277.html,低楼层(共32层),3室2厅,天峦湖 ,88.52平米,2016年建塔楼  -  ,320,36151,坪山
1.05103E+11,通透户型，社区配套设施齐全，楼下交通便利。,https://sz.lianjia.com/ershoufang/105102571216.html,中楼层(共33层),4室2厅,京基御景印象四期 ,89.14平米,2016年建板塔结合  -  ,335,37582,坪山
1.05103E+11,房子满二年，两层，地段好，户型方正,https://sz.lianjia.com/ershoufang/105102574934.html,低楼层(共33层),4室2厅,大东城二期 ,84.46平米,2012年建板塔结合  -  ,430,50912,坪山
1.05103E+11,心海城；河岸景观社区；准新房；高层东南；亏本急售,https://sz.lianjia.com/ershoufang/105102584438.html,高楼层(共30层),3室2厅,心海城 ,80.75平米,2016年建塔楼  -  ,285,35295,坪山
1.05101E+11,中粮东南朝向大户型四房两位，带装修。,https://sz.lianjia.com/ershoufang/105101466888.html,中楼层(共32层),4室2厅,中粮一品澜山花园 ,127.75平米,2013年建板塔结合  -  ,340,26615,坪山
1.05103E+11,深业东城国际 3室2厅 300万,https://sz.lianjia.com/ershoufang/105102525516.html,中楼层(共24层),3室2厅,深业东城国际 ,81平米,2013年建塔楼  -  ,300,37038,坪山
1.05103E+11,中粮一品澜山花园 2室2厅 199万,https://sz.lianjia.com/ershoufang/105102553939.html,中楼层(共32层),2室2厅,中粮一品澜山花园 ,79.08平米,2013年建板塔结合  -  ,199,25165,坪山
1.05102E+11,坪山天峦湖 精装4房 楼层高 马峦山湖景 环境优美,https://sz.lianjia.com/ershoufang/105101530803.html,低楼层(共32层),4室2厅,天峦湖 ,130.55平米,2016年建塔楼  -  ,500,38300,坪山
1.05102E+11,毛坯5房，可以自由装修，打造专属的房屋,https://sz.lianjia.com/ershoufang/105101548687.html,低楼层(共31层),5室2厅,祥祺滨河名苑 ,136.25平米,2015年建板塔结合  -  ,408,29945,坪山
1.05102E+11,相邻两套打通 可复原 红本在手 沙湖站 企业总部基地,https://sz.lianjia.com/ershoufang/105101855385.html,中楼层(共32层),2室2厅,深业东城上邸 ,75.24平米,2009年建塔楼  -  ,253,33626,坪山
1.05102E+11,丹梓龙庭 方正五房 居家装修30多万,https://sz.lianjia.com/ershoufang/105101918036.html,中楼层(共28层),5室2厅,丹梓龙庭 ,158.53平米,2014年建板楼  -  ,368,23214,坪山
1.05102E+11,天峦湖属于马峦山中的山水大宅，观山湖，,https://sz.lianjia.com/ershoufang/105102179695.html,低楼层(共32层),5室2厅,天峦湖 ,155.5平米,2015年建板塔结合  -  ,628,40386,坪山
1.05102E+11,大东城精装修大四房.......,https://sz.lianjia.com/ershoufang/105102181366.html,低楼层(共33层),4室2厅,大东城二期 ,123平米,2014年建板塔结合  -  ,450,36586,坪山
1.05102E+11,复式，户型方正，大阳台，无明显遮挡,https://sz.lianjia.com/ershoufang/105102275200.html,低楼层(共31层),4室2厅,深业东城上邸 ,88.16平米,2009年建塔楼  -  ,360,40835,坪山
1.05102E+11,红本在手 满两年 业主诚售 可看湖景 看房方便,https://sz.lianjia.com/ershoufang/105102282253.html,中楼层(共32层),5室2厅,天峦湖 ,137.36平米,2015年建板塔结合  -  ,575,41861,坪山
1.05102E+11,丹梓龙庭的双拼房.大户型居家舒适,https://sz.lianjia.com/ershoufang/105102475798.html,低楼层(共28层),5室2厅,丹梓龙庭 ,150.78平米,2014年建板楼  -  ,400,26529,坪山
1.05103E+11,优质装修用材，通透小户型，即买即入住，全新装修,https://sz.lianjia.com/ershoufang/105102635176.html,中楼层(共22层),2室1厅,龙光玖云著 ,37.11平米,2017年建板塔结合  -  ,125,33684,坪山
1.05102E+11,龙光玖云著 2室1厅 108万,https://sz.lianjia.com/ershoufang/105102035317.html,中楼层(共22层),2室1厅,龙光玖云著 ,37平米,2017年建板塔结合  -  ,108,29190,坪山
1.05102E+11,龙光玖云著 1室0厅 145万,https://sz.lianjia.com/ershoufang/105102330437.html,高楼层(共22层),1室0厅,龙光玖云著 ,51平米,2017年建板塔结合  -  ,145,28432,坪山
1.05102E+11,龙光玖云著 2室1厅 170万,https://sz.lianjia.com/ershoufang/105102431714.html,低楼层(共22层),2室1厅,龙光玖云著 ,52.56平米,2017年建板塔结合  -  ,170,32344,坪山
1.05101E+11,交通便利，房子南，通风采光好。,https://sz.lianjia.com/ershoufang/105101453639.html,中楼层(共8层),1室0厅,盈富家园 ,38.73平米,2006年建板塔结合  -  ,93,24013,坪山
1.05102E+11,满二税少、业主诚心出售、可根据自己喜欢风格设计装修,https://sz.lianjia.com/ershoufang/105101682167.html,低楼层(共31层),3室2厅,深业东城国际 ,75.52平米,2013年建塔楼  -  ,265,35091,坪山
1.05103E+11,双拼隔开单套出售，别墅小区，有钥匙看房方便,https://sz.lianjia.com/ershoufang/105102703743.html,低楼层(共32层),4室1厅,中粮一品澜山花园 ,86.51平米,2013年建板塔结合  -  ,210,24275,坪山
1.05103E+11,双拼隔开单套出售，别墅小区，有钥匙看房方便,https://sz.lianjia.com/ershoufang/105102703749.html,低楼层(共32层),4室1厅,中粮一品澜山花园 ,58.17平米,2013年建板塔结合  -  ,160,27506,坪山
1.05102E+11,坪山东津名座 精装三房 满两年 看山看水,https://sz.lianjia.com/ershoufang/105101548625.html,中楼层(共16层),3室2厅,东津名座 ,81.28平米,2010年建塔楼  -  ,245,30143,坪山
1.05103E+11,二期为数不多的三房朝南在售，业主诚心，卖,https://sz.lianjia.com/ershoufang/105102529143.html,中楼层(共29层),3室2厅,京基御景印象二期 ,107.44平米,2015年建板塔结合  -  ,345,32111,坪山
1.05101E+11,大东城洋房朝南北看花园，毛坯房随意装修，诚心出售,https://sz.lianjia.com/ershoufang/105101111278.html,低楼层(共6层),3室2厅,大东城二期 ,158.72平米,2014年建板塔结合  -  ,680,42843,坪山
1.05102E+11,京基御景印象一期 大四房 340万,https://sz.lianjia.com/ershoufang/105101631241.html,中楼层(共33层),4室2厅,京基御景印象一期 ,89.62平米,2015年建板塔结合  -  ,330,36823,坪山
1.05102E+11,业主换房出售；精致社区；250万买大三房,https://sz.lianjia.com/ershoufang/105101719010.html,低楼层(共28层),3室2厅,丹梓龙庭 ,88.88平米,2014年建板楼  -  ,250,28128,坪山
1.05102E+11,总价低，税费少，开发商精装样板房业主诚心出售,https://sz.lianjia.com/ershoufang/105102328321.html,低楼层(共33层),3室2厅,深业御园 ,75.15平米,2012年建板塔结合  -  ,210,27945,坪山
1.05102E+11,精装单房；带阳台；独立厨卫；拎包入住,https://sz.lianjia.com/ershoufang/105101540994.html,中楼层(共8层),1室0厅,八克拉 ,36.11平米,2007年建板塔结合  -  ,64,17724,坪山
1.05103E+11,中粮一品澜山花园 2室2厅 246万,https://sz.lianjia.com/ershoufang/105102608775.html,高楼层(共32层),2室2厅,中粮一品澜山花园 ,83.45平米,2013年建板塔结合  -  ,246,29479,坪山
1.05103E+11,盈富家园 1室0厅 90万,https://sz.lianjia.com/ershoufang/105102636179.html,中楼层(共8层),1室0厅,盈富家园 ,38.5平米,2006年建板塔结合  -  ,90,23377,坪山
1.05103E+11,心海城 3室2厅 340万,https://sz.lianjia.com/ershoufang/105102719629.html,高楼层(共32层),3室2厅,心海城 ,88.41平米,板塔结合  -  ,340,38458,坪山
1.05102E+11,京基御景印象一期 3室2厅 350万,https://sz.lianjia.com/ershoufang/105101631442.html,高楼层(共33层),3室2厅,京基御景印象一期 ,88.77平米,2015年建板塔结合  -  ,350,39428,坪山
1.05102E+11,坪山高铁站；大花园社区；精装4房大复式；实用120平米,https://sz.lianjia.com/ershoufang/105101676430.html,低楼层(共32层),4室2厅,大东城二期 ,85.89平米,2014年建塔楼  -  ,460,53557,坪山
1.05102E+11,万科正规四房，中等楼层，采光充足,https://sz.lianjia.com/ershoufang/105101750550.html,低楼层(共21层),4室2厅,万科金域东郡 ,104.68平米,2008年建塔楼  -  ,350,33436,坪山
